Codigo, Nombre, precio mayor, precio mayor2, precio menor, precio menor 2, cantidad mayor
PCOL1F,PEPA COLOR # 01 FDA/GDE,3.14,3.14,3.14,3.14,6
PCOL3,PEPA COLOR # 03,0.89,0.89,0.89,0.89,6
PCOL3ES,PEPA COLOR # 03 ESPECIAL,0.89,0.89,0.89,0.89,6
PCOL3ESF,PEPA COLOR # 03 ESPECIAL FDA/GD.,3.14,3.14,3.14,3.14,6
PCOL3F,PEPA COLOR #03 FDA/GDE OFERTA,3.14,3.14,3.14,3.14,6
PEPCOL,PEPA CRISTAL COLOR,1.14,1.14,1.14,1.14,6
PCCB06,PEPA CRISTAL COLOR BOLA #6,1.25,1.25,1.25,1.25,6
PCCB06F,PEPA CRISTAL COLOR BOLA #6 FDA/GDE,8.00,8.00,9.60,8.00,6
PEPCOLF,PEPA CRISTAL COLOR FDA/GDE,7.00,7.00,8.40,7.00,6
PCRISFP,PEPA CRISTAL FDA.PEQ. 50gr.,0.45,0.45,0.45,0.45,6
PECRISK,PEPA CRISTAL KG,5.00,5.00,6.25,5.00,6
PFA5X7,PEPA FOSFORECENTE ARROZ 5X7,0.52,0.52,0.52,0.52,6
PFA8X11,PEPA FOSFORECENTE ARROZ 8 X 11,0.54,0.54,0.54,0.54,6
PEFB04,PEPA FOSFORECENTE BOLA # 04,0.48,0.48,0.48,0.48,6
PEFB06,PEPA FOSFORECENTE BOLA # 06,0.51,0.51,0.51,0.51,6
PEFB08,PEPA FOSFORECENTE BOLA # 08,0.54,0.54,0.54,0.54,6
PEFB10,PEPA FOSFORECENTE BOLA # 10,0.70,0.70,0.70,0.70,6
PEFB12,PEPA FOSFORECENTE BOLA # 12,1.20,1.20,1.20,1.20,6
PFC4X8,PEPA FOSFORECENTE CUADRADO 4 X 8,0.73,0.73,0.73,0.73,6
PFC4X6,PEPA FOSFORECENTE CUADRADO 4X6,0.70,0.70,0.70,0.70,6
PFC6X8,PEPA FOSFORECENTE CUADRADO 6 X 8,0.76,0.76,0.76,0.76,6
PEFMA10,PEPA FOSFORECENTE MATIZADA ARROZ 10 X19,1.26,1.26,1.26,1.26,6
PEFMA11,PEPA FOSFORECENTE MATIZADA ARROZ 11 X 16,1.58,1.58,1.58,1.58,6
PEFMA07,PEPA FOSFORECENTE MATIZADA ARROZ 7 X 12,0.95,0.95,0.95,0.95,6
PFMB04,PEPA FOSFORECENTE MATIZADA BOLA # 04,0.60,0.60,0.60,0.60,6
PFMB08,PEPA FOSFORECENTE MATIZADA BOLA # 08,0.70,0.70,0.70,0.70,6
PFMB10,PEPA FOSFORECENTE MATIZADA BOLA # 10,0.95,0.95,0.95,0.95,6
PFMB12,PEPA FOSFORECENTE MATIZADA BOLA # 12,1.26,1.26,1.26,1.26,6
PFMB06,PEPA FOSFORECENTE MATIZADA BOLA # 6,0.63,0.63,0.63,0.63,6
PFT6X15,PEPA FOSFORECENTE TUBO 6 X 15,0.60,0.60,0.60,0.60,6
PEGSEN,PEPA GAMUZA SENCILLA,1.22,1.22,1.22,1.22,6
PEGSENF,PEPA GAMUZA SENCILLA FDA/GDE,7.80,7.80,9.36,7.80,3
PHTRASN,PEPA HIELO TRANSPARENTE,1.43,1.43,1.43,1.43,6
PHTRASNF,PEPA HIELO TRANSPARENTE FD/GD,9.50,9.50,11.40,9.50,3
PJIN12,PEPA JIAN TAI # 12,0.15,0.15,0.15,0.15,6
PJ12X100,PEPA JIAN TAI # 12X100,12.00,12.00,14.40,12.00,6
PJIN14,PEPA JIAN TAI # 14,0.20,0.20,0.20,0.20,6
PJ14X100,PEPA JIAN TAI # 14X100,16.00,16.00,19.20,16.00,6
PJIP18,PEPA JIAN TAI #18 PULIDA,0.85,0.85,1.06,0.85,6
PJIN5B,PEPA JIAN TAI 5 BORDES,0.24,0.24,0.24,0.24,6
PJ5BX100,PEPA JIAN TAI 5 BORDESX100,19.00,19.00,22.80,19.00,6
PJINAR,PEPA JIAN TAI ARGOLLA,0.18,0.18,0.18,0.18,6
PJARX100,PEPA JIAN TAI ARGOLLAX100,14.00,14.00,16.80,14.00,6
PJINDIJ,PEPA JIAN TAI DIJE,0.40,0.40,0.50,0.40,6
PJINDG,PEPA JIAN TAI DIJE GRANDE,1.50,1.50,1.89,1.50,6
PJGGX100,PEPA JIAN TAI GOTA GR.X100,16.00,16.00,19.20,16.00,6
PJINGG,PEPA JIAN TAI GOTA GRANDE,0.20,0.20,0.20,0.20,6
PJGMX100,PEPA JIAN TAI GOTA MED.X100,12.00,12.00,14.40,12.00,6
PJINGM,PEPA JIAN TAI GOTA MEDIANA,0.15,0.15,0.15,0.15,6
PJINPA,PEPA JIAN TAI PASTILLA,0.16,0.16,0.16,0.16,6
PJPPX100,PEPA JIAN TAI PASTILLA PEQ.X100,35.00,35.00,42.00,35.00,6
PJINPP,PEPA JIAN TAI PASTILLA PEQUENO,0.44,0.44,0.44,0.44,6
PJPAX100,PEPA JIAN TAI PASTILLAX100,13.00,13.00,15.60,13.00,6
PJINPE,PEPA JIAN TAI PESCADO,0.31,0.31,0.31,0.31,6
PJIPX100,PEPA JIAN TAI PESCADOX100,25.00,25.00,30.00,25.00,6
PJINGFI,PEPA JIANG TAI GOTA FINA,0.40,0.40,0.40,0.40,6
PJGFX100,PEPA JIANG TAI GOTA FIX100,32.00,32.00,38.40,32.00,6
PJIO12,PEPA JIANG TAI OVALO # 12,0.25,0.25,0.25,0.25,6
PO12X100,PEPA JIANG TAI OVALO # 12X100,12.00,12.00,12.00,12.00,6
PJIO14,PEPA JIANG TAI OVALO # 14,0.31,0.31,0.31,0.31,6
PO14X100,PEPA JIANG TAI OVALO # 14X100,16.00,16.00,16.00,16.00,6
PJINR,PEPA JIANG TAI ROMBO,0.14,0.14,0.18,0.14,6
PJINTU,PEPA JIANG TAI TUBO,0.17,0.17,0.17,0.17,6
PJINTF,PEPA JIANG TAI TUBO FINO,0.06,0.06,0.06,0.06,6
PJTFX100,PEPA JIANG TAI TUBO FINOX100,5.00,5.00,6.00,5.00,6
PJINTO,PEPA JIANG TAI TUBO OVALO 12X20,0.49,0.49,0.49,0.49,6
PJTUX100,PEPA JIANG TAI TUBOX100,12.50,12.50,15.00,12.50,6
PJINHG,PEPA JING TAI HUECO GRANDE,0.28,0.28,0.28,0.28,6
PJINOFI,PEPA JING TAI OVALO FINO,0.32,0.32,0.32,0.32,6
PJOFX100,PEPA JING TAI OVALO FINOX100,25.00,25.00,30.00,25.00,6
PJINO2,PEPA JING TAI OVALO/20,0.31,0.31,0.31,0.31,6
PO20X100,PEPA JING TAI OVALO/20X100,25.00,25.00,25.00,25.00,6
PEMADE,PEPA MADERA,0.95,0.95,0.95,0.95,6
PMC,PEPA MADERA COLOR,1.08,1.08,1.08,1.08,6
PMCF,PEPA MADERA COLOR FDA/GDE,8.50,8.50,10.20,8.50,3
PEMADEF,PEPA MADERA FDA/GDE,6.90,6.90,8.28,6.90,3
PEMAPEG,PEPA MADERA PEGABLE,0.37,0.37,0.37,0.37,6
PEMAPEGF,PEPA MADERA PEGABLE FDA/GDE,2.90,2.90,3.48,2.90,3
PME,PEPA MATE ESPECIAL,1.88,1.88,1.88,1.88,6
PMEF,PEPA MATE ESPECIAL FDA/GDE,6.00,6.00,7.20,6.00,6
PMET,PEPA METALICA,1.33,1.33,1.33,1.33,6
PMETF,PEPA METALICA FDA/GDE,8.50,8.50,10.20,8.50,3
PEMETA,PEPA METALIZADA,1.02,1.02,1.02,1.02,6
PMEB04,PEPA METALIZADA ESPECIAL BOLA # 04,1.25,1.25,1.58,1.25,6
PMEB06,PEPA METALIZADA ESPECIAL BOLA # 06,1.30,1.30,1.64,1.30,6
PMEB08,PEPA METALIZADA ESPECIAL BOLA # 08,1.35,1.35,1.70,1.35,6
PMEB10,PEPA METALIZADA ESPECIAL BOLA # 10,1.90,1.90,2.39,1.90,6
PMEB12,PEPA METALIZADA ESPECIAL BOLA # 12,2.50,2.50,3.15,2.50,6
PMEC10,PEPA METALIZADA ESPECIAL CUADRADO 10X 12,2.20,2.20,2.77,2.20,6
PMEC06,PEPA METALIZADA ESPECIAL CUADRADO 6X10,2.10,2.10,2.65,2.10,6
PMET04,PEPA METALIZADA ESPECIAL TUBO 4 X 6,1.30,1.30,1.64,1.30,6
PMET06,PEPA METALIZADA ESPECIAL TUBO 6X15,1.35,1.35,1.70,1.35,6
PEMETAF,PEPA METALIZADA FDA/GDE,6.50,6.50,7.80,6.50,6
POF10,PEPA METALIZADA OVALO FINO 6X10,0.18,0.18,0.18,0.18,6
PO10X100,PEPA METALIZADA OVALO FINO 6X10 X100,14.00,14.00,16.80,14.00,6
POF08,PEPA METALIZADA OVALO FINO 6X8,0.14,0.14,0.14,0.14,6
PO8X100,PEPA METALIZADA OVALO FINO 6X8 X100,11.00,11.00,13.20,11.00,6
POF12,PEPA METALIZADA OVALO FINO 7X12,0.22,0.22,0.22,0.22,6
POF15,PEPA METALIZADA OVALO FINO 8 x15,0.23,0.23,0.23,0.23,6
